"Codigo";"Civil";"Sexo";"Altura";"Salario";"Idade";"Din_caixa";"Agua_dia"
"29";29;"Desquitado";"M";1,60116698110766;2502,76360679478;62;939460,937292105;1,66098883501564
"30";30;"Solteiro";"F";1,54348495443518;1645,54348893586;23;740234,50637252;1,85648979870624
"31";31;"Solteiro";"F";1,54282199437714;3425,68517678685;27;777532,618760206;1,33811073404763
"32";32;"Solteiro";"M";1,5854423259853;1390,77583377148;39;629472,568426673;1,4498289867003
"33";33;"Desquitado";"F";1,50357108030788;3159,53621405803;24;359541,299949077;1,54407437039333
"34";34;"Solteiro";"M";1,51295514808295;2245,4585505557;51;949533,215024448;1,37190416529061
"35";35;"Desquitado";"F";1,66657382632891;1512,23867367373;28;614845,560353518;1,62562542327792
"36";36;"Solteiro";"F";1,68028630342475;1885,59444065355;60;776173,187123239;1,40535004925467
"37";37;"Desquitado";"F";1,49266457664857;1735,42473346919;19;224158,663763071;1,66179458114947
"38";38;"Desquitado";"M";1,61297879539551;1948,62907604612;58;282996,64278698;1,70924072392203
"39";39;"Desquitado";"F";1,88819882861631;2154,16779580035;22;390845,374682644;1,19955898253148
"40";40;"Desquitado";"M";1,59439469864528;1865,49095136833;38;732592,992112075;1,69851882485615
"41";41;"Desquitado";"M";1,748873388204;2105,06974970261;64;328269,302789249;1,49629324046634
"42";42;"Solteiro";"M";1,74507089708512;1391,62687103785;48;20415,4268392052;1,41839814562583
"43";43;"Separado";"M";1,8637987048419;2701,56308795384;36;654522,897607962;1,40958895054004
"44";44;"Desquitado";"M";1,71247699223136;1910,56881604106;63;675780,569007722;1,53111490174467
"45";45;"Separado";"M";1,64976262550046;1687,92816961466;21;61622,2606531447;1,65481378996026
"46";46;"Solteiro";"M";1,6946371241342;2415,59446777347;61;568716,972752767;1,46367720707187
"47";47;"Desquitado";"F";1,73057159393733;1384,61318828637;28;951755,240542761;1,27861580845737
"48";48;"Separado";"F";1,45240044581418;1820,20892723678;44;367160,066187526;1,18337317120914
"49";49;"Desquitado";"M";1,58437255942526;2529,21491636187;32;23535,6527523878;1,3692507827699
"50";50;"Separado";"F";1,53491013757313;1785,66180023212;40;299272,207441753;1,48547922119565
"51";51;"Solteiro";"M";1,70046289540994;2103,30424741817;30;883491,832097984;1,69154300957286
"52";52;"Separado";"F";1,84710371803992;2239,40867477665;20;312014,968890569;1,61389843497976
"53";53;"Desquitado";"M";1,65992848772443;1443,35651281498;24;795765,877954946;1,54576668900392
"54";54;"Casado";"F";1,67114382231815;2828,45585285225;44;841526,888756586;1,44769305209993
"55";55;"Desquitado";"M";1,68093597494854;1204,56085462539;69;64158,8683293513;1,74542049289809
"56";56;"Solteiro";"M";1,47150037752326;1765,62839307272;69;328172,983249628;1,40766756312476
"57";57;"Separado";"M";1,61098871788057;2361,78832294243;36;186681,208078283;1,28806475441567
"58";58;"Desquitado";"F";1,54115894095855;2131,24500858291;62;92505,5295366815;1,75679939979746
"59";59;"Separado";"F";1,56108541239527;2257,43196560014;54;969149,365103683;1,44876246495878
"60";60;"Desquitado";"F";1,72200706736014;2300,36653262684;33;450543,506619836;1,23188607857227
"61";61;"Desquitado";"M";1,83629538796607;2897,7330786556;46;772350,563739964;1,41480048539154
"62";62;"Solteiro";"F";1,79517690656432;2686,07916386329;64;318223,877304871;1,4836321761854
"63";63;"Casado";"M";1,79238823962557;1250,05738506991;69;900597,498616705;1,21505475129102
"64";64;"Separado";"F";1,612375035419;1867,64773506727;59;718623,924544274;1,47168110548916
"65";65;"Separado";"M";1,63967007733525;2101,04812465675;20;934730,62129194;1,49746231763341
"66";66;"Casado";"M";1,64014613661286;2727,5381222566;45;318424,43696449;1,31683829179664
"67";67;"Desquitado";"F";1,48798178276687;2735,55800309903;37;779161,91810521;1,67266553491928
"68";68;"Separado";"M";1,61870794396644;1038,51784509581;50;682138,685136079;1,6330954135116
"69";69;"Solteiro";"F";1,50951575569051;1793,28581181677;37;369852,916838881;1,63593091014371
"70";70;"Separado";"M";1,75733074190632;1516,9400013767;29;815815,270164117;1,5691513159619
"71";71;"Casado";"F";1,70728809120429;1821,33524222054;47;732772,877795754;1,33695389489965
"72";72;"Solteiro";"M";1,73145219290807;1288,96947890955;69;794564,889911283;1,6058713404661
"73";73;"Desquitado";"M";1,5966906500995;2760,54175506169;29;736792,31165427;1,64615960910409
"74";74;"Desquitado";"F";1,55363431382504;2294,65596786508;41;493465,099021056;1,25288114605076
"75";75;"Casado";"M";1,54756389989919;2680,3311254963;46;577356,22905296;1,48774336269104
"76";76;"Solteiro";"F";1,69827024127118;2181,24932189041;27;447033,468799557;1,1353003746805
"77";77;"Separado";"F";1,78266165154733;3357,47491845306;31;910642,664331269;1,44664942355507
"78";78;"Separado";"M";1,61496519633143;1610,49243001802;18;289298,811305923;1,6574125173113
"79";79;"Casado";"M";1,61418850956713;2532,18664203724;35;617803,283227448;1,53239322997016
"80";80;"Desquitado";"F";1,52125304279687;1777,96359919098;43;733621,05959302;1,4199711708401
"81";81;"Desquitado";"F";1,76078571495424;2743,90547732414;45;964890,332317894;1,16552052285552
"82";82;"Desquitado";"M";1,49030778819892;1572,89679001587;24;761937,458188264;1,56359041462303
"83";83;"Solteiro";"M";1,79303020967991;2453,9021766201;58;816869,013960548;1,40269597625642
"84";84;"Solteiro";"M";1,62854915616129;1508,52757724369;48;332845,784339659;1,44053746302136
"85";85;"Solteiro";"M";1,67447777078155;2529,76187217464;29;889675,642453086;1,27404924661933
"86";86;"Separado";"F";1,75014145940185;1260,7285329344;53;30226,7930961023;1,83169565169976
"87";87;"Casado";"F";1,59114466345268;1793,37453563702;27;918143,823385099;1,07017429555723
"88";88;"Desquitado";"F";1,50328467367729;1461,06237644144;48;76273,2246665047;1,63843239455653
"89";89;"Casado";"F";1,5688729901666;1782,81784545063;60;208099,770893493;1,80174242658217
"90";90;"Casado";"M";1,59911753293239;2421,8767468028;34;46231,5293286219;1,81482272605462
"91";91;"Desquitado";"M";1,49659668836572;1890,55956616576;34;360924,74167352;1,08392804226645
"92";92;"Casado";"M";1,52125472481276;2667,222916753;45;317939,013544732;1,37833593746243
"93";93;"Casado";"M";1,68672188861261;1736,64015355559;47;368284,082173634;1,45172391216375
"94";94;"Casado";"M";1,57092907572281;1205,64005417511;58;19844,8914507993;1,34796432068253
"95";95;"Casado";"M";1,84418917676797;2282,00172568475;39;519122,061313685;1,64020478103698
"96";96;"Solteiro";"F";1,6230094654734;1902,64816478129;68;414788,208049915;1,32704271065867
"97";97;"Desquitado";"M";1,78188709362527;1746,58123836517;31;948212,85669709;1,30316226669312
"98";98;"Casado";"M";1,66340800558307;2301,71937117919;60;772224,028881443;1,66182255287611
"99";99;"Desquitado";"F";1,65109371082019;1897,506220049;53;507334,217811343;1,65926870450299
"100";100;"Solteiro";"M";1,52122970549752;3526,92458516291;70;357491,079833889;1,5269669555328
"101";101;"Solteiro";"F";1,62521633140931;965,122695754872;20;566183,398237548;1,28760192294062
"102";102;"Separado";"F";1,56201737770255;2878,18184973015;52;378579,096413861;1,3684140755267
"103";103;"Separado";"M";1,72575662407645;2369,76388499396;31;641774,768496881;1,34092008637564
"104";104;"Desquitado";"F";1,47573024008958;2309,02808615532;60;123218,51302463;1,74469647001538
"105";105;"Separado";"M";1,53190478327118;3383,47025152466;23;640464,708431914;1,77111072542021
"106";106;"Separado";"F";1,42336611096736;2946,58395685324;51;586088,54463311;1,59568860622216
"107";107;"Casado";"F";1,63296720353239;2354,6307250496;57;593438,063915134;1,87520788925619
"108";108;"Separado";"M";1,76939759344584;1823,18271477513;46;785469,167100266;1,40916274128609
"109";109;"Casado";"M";1,68690823622429;2285,12164851776;32;558613,593925299;1,44041868794081
"110";110;"Separado";"F";1,45533720272771;1276,34049823702;40;265351,617369911;1,40642984038501
"111";111;"Solteiro";"M";1,65011957910831;1491,64914939584;52;287194,442321639;1,31667707449833
"112";112;"Separado";"M";1,82096469403971;2058,17910617811;60;710215,232802198;1,31488568139815
"113";113;"Desquitado";"M";1,80745239134589;1814,64359430915;25;293455,639634895;1,6240454376173
"114";114;"Casado";"M";1,69251557951962;1925,32728778423;35;35433,7103950281;1,49243423378997
"115";115;"Casado";"M";1,52117485135293;1686,74258908592;61;945733,91175078;1,64098324018547
"116";116;"Casado";"M";1,43926372708625;1984,86082053915;56;972677,009011553;1,323721485728
"117";117;"Desquitado";"M";1,70856663277481;1715,02560387543;37;870410,676486849;1,41130875759431
"118";118;"Solteiro";"F";1,43773708548817;1868,42323097678;40;973928,990303677;1,32874845439312
"119";119;"Separado";"F";1,5554587017475;2493,80571471037;46;103253,194847201;1,11877972768531
"120";120;"Solteiro";"M";1,62355371590017;2179,54438086729;64;664871,668663635;1,4000261076277
"121";121;"Solteiro";"F";1,83624103364748;2555,42103567032;65;505248,079093303;1,29260226714146
"122";122;"Solteiro";"F";1,65970086720272;2676,40006562596;27;672220,329585775;1,59797281964675
"123";123;"Casado";"F";1,62130374622814;2725,04233680023;57;606314,258858809;1,50871548644855
"124";124;"Desquitado";"F";1,58097660485392;2885,36702415147;28;937078,721759685;1,57830228273503
"125";125;"Casado";"F";1,65387339577449;1281,1264812796;31;686612,176980025;1,44008967364385
"126";126;"Desquitado";"M";1,67611243018101;2636,25324019193;37;185294,536709089;1,44471096252644
"127";127;"Casado";"F";1,61972285177667;1783,47994502012;56;717761,016060437;1,71862059144083
"128";128;"Desquitado";"F";1,5674259266845;3183,59296378062;65;726063,801682972;1,73505644883233
"129";129;"Casado";"F";1,68720580487258;2191,66019890603;42;263170,165977306;1,24122634742073
"130";130;"Solteiro";"M";1,61851283422021;1654,4198062059;59;165284,438282589;1,7265538233113
"131";131;"Solteiro";"M";1,74012727685104;2917,99419042971;38;54174,6048136232;1,84301844498219
"132";132;"Separado";"M";1,53826864392153;2470,31526992416;47;843264,370691157;1,12191339828853
"133";133;"Desquitado";"M";1,75042349203111;2408,67052270105;19;925021,301390971;1,655141848757
"134";134;"Casado";"F";1,48570208300956;1647,45703045633;35;589737,229622075;1,55174450506015
"135";135;"Solteiro";"F";1,5107392067651;1863,2986777091;36;543052,604849996;1,39536153105338
"136";136;"Separado";"F";1,85305854703347;3006,65812131894;34;354196,310996118;1,32588575590543
"137";137;"Desquitado";"F";1,66008441842227;2085,36117600993;60;798523,13461328;1,21422175834182
"138";138;"Solteiro";"F";1,67395069768251;2796,27503466355;24;964091,040250468;1,27148712269225
"139";139;"Separado";"M";1,70622801799092;1947,59881868132;21;606203,741767963;1,62366277538804
"140";140;"Casado";"M";1,71193022992789;2042,6324641745;27;12487,2841202577;2,13341185373073
"141";141;"Separado";"M";1,34527283080246;1420,09438841777;60;192,456760584842;1,36003999582464
"142";142;"Separado";"M";1,4834447248003;1533,4075372513;58;528379,057998083;1,42910464136914
"143";143;"Separado";"M";1,56011854198236;3244,45107831719;29;663541,198276523;1,17186909752958
"144";144;"Separado";"M";1,77819108322765;2527,4210959689;64;599114,543824685;1,43620429675602
"145";145;"Desquitado";"M";1,64682167647136;2733,77977767069;67;38635,0669674755;1,42715603075312
"146";146;"Separado";"M";1,70495829865483;620,612089461883;38;314084,131639881;1,57198677186289
"147";147;"Desquitado";"M";1,93369576022792;1387,80576486593;29;127370,452563394;1,53313783178823
"148";148;"Desquitado";"F";1,51177141548751;2063,46760776557;20;439197,512378634;1,87484291779682
"149";149;"Desquitado";"M";1,72184872010336;1313,56447021459;44;958562,307677974;1,77565266553565
"150";150;"Desquitado";"M";1,67995218569574;2709,95279044963;36;802686,087067008;1,70309986115103
"151";151;"Separado";"F";1,6980893981479;1904,38958190174;46;890086,158951035;1,5835496651496
"152";152;"Solteiro";"F";1,58539709663567;2396,17365112607;30;628957,044836638;1,20452897224039
"153";153;"Separado";"M";1,59575307087272;1643,93113399174;68;121514,797053348;1,89726775351361
"154";154;"Separado";"M";1,49091501610274;1995,64521638564;50;644530,009140409;1,5463915197564
"155";155;"Separado";"F";1,83150858117095;1382,11504349954;62;611131,801998186;1,61729432857017
"156";156;"Casado";"M";1,86091303962341;1464,32522720025;36;601072,497449056;1,32490863676025
"157";157;"Solteiro";"F";1,52323705259181;2695,00608706544;34;173024,33287748;1,5591288866555
"158";158;"Separado";"F";1,53822578721549;1333,15234717369;29;160616,673802529;1,52481494565604
"159";159;"Separado";"F";1,68136665628461;1681,32905397526;21;637405,094104372;1,31838011351897
"160";160;"Solteiro";"F";1,75140118094244;747,167523138263;51;492952,699522866;1,44486330634025
"161";161;"Desquitado";"M";1,6901329877112;2145,142744265;60;127654,944146729;1,44576359568398
"162";162;"Separado";"M";1,5888346151839;2427,12547595213;55;799967,001492257;1,09570182878154
"163";163;"Casado";"M";1,67869391368665;1889,65633106098;27;741176,600554829;1,23604550637816
"164";164;"Solteiro";"F";1,6916121821087;1507,95843099069;54;57652,6336010129;1,62264966337334
"165";165;"Casado";"M";1,67799244191091;1378,414357389;24;582814,472618228;1,59443403098691
"166";166;"Desquitado";"F";1,72441235497013;2773,01002590659;26;740528,319511165;1,58307203223607
"167";167;"Separado";"M";1,69389900657872;2003,74654840347;40;210371,260285481;1,43840747574432
"168";168;"Solteiro";"M";1,64615092663698;1833,38659260602;53;694161,067880305;1,23368743940167
"169";169;"Separado";"F";1,52284499744279;2227,80668610674;21;689774,66883551;1,51481491975127
"170";170;"Solteiro";"M";1,62471808453717;2451,312179105;48;281489,6963949;1,58618073215026
"171";171;"Desquitado";"M";1,66460566984125;2277,74006566024;23;48266,461864634;1,79340208666882
"172";172;"Separado";"M";1,79037301269271;1212,00021426152;55;115038,268385411;1,53020855774267
"173";173;"Desquitado";"M";1,63239055429874;710,710215944265;48;679999,931264648;1,30964706588524
"174";174;"Solteiro";"M";1,56508117036744;2969,47281064215;47;272695,970728232;1,38323945251924
"175";175;"Casado";"F";1,71269409978441;2256,38428497124;67;474047,157650358;1,55293100910577
"176";176;"Separado";"M";1,68102560057145;2214,1645977375;34;404922,244666777;1,18097071367575
"177";177;"Casado";"F";1,63132881543404;1546,00030322842;23;740284,824950569;1,70586766248084
"178";178;"Solteiro";"F";1,59512870588535;1631,22399596415;43;69748,2545258731;1,59184863282451
"179";179;"Solteiro";"F";1,72464035079401;1822,40399751242;53;6599,39567721961;1,34330876051829
"180";180;"Desquitado";"F";1,55868546577667;2016,10629291628;38;932788,283785875;1,89872016715426
"181";181;"Solteiro";"M";1,43183076630122;1749,93919405663;59;63167,8014827766;1,81187480410256
"182";182;"Desquitado";"M";1,58498702698105;2347,75976364557;27;504890,732701143;1,36489558567231
"183";183;"Separado";"F";1,71203282921287;1927,49312059556;67;768918,194809193;1,55166739101628
"184";184;"Solteiro";"F";1,59661444594182;1969,81111942345;29;708665,953754724;1,59622744198807
"185";185;"Separado";"M";1,7073137188897;1789,86139745455;66;269491,986528147;1,25347597772551
"186";186;"Solteiro";"F";1,72090800516482;2139,64475065259;49;32428,0290329116;1,7020899764385
"187";187;"Solteiro";"M";1,78010976008075;3345,01391765932;18;296924,198590275;1,63730448533604
"188";188;"Solteiro";"F";1,5156563676363;1751,28629081795;55;703458,880182665;1,6148151580903
"189";189;"Desquitado";"F";1,75691939267461;2004,56700563677;31;979546,37086716;1,51742461023456
"190";190;"Separado";"M";1,73690339837257;1883,45386458079;60;479459,916595108;1,47735582417765
"191";191;"Desquitado";"F";1,67462451235689;1468,66272305466;24;467194,398901267;1,76080917601264
"192";192;"Casado";"F";1,72214094626369;1751,96679377917;64;939760,535278309;1,49621366284723
"193";193;"Separado";"F";1,56310206301709;1023,20684040269;66;245167,700267115;1,46548258952264
"194";194;"Desquitado";"M";1,79972248505976;1324,64694486638;57;43533,5918040082;1,47943553341656
"195";195;"Separado";"F";1,62184200530175;2394,34769203478;46;384373,586756684;1,42030191544997
"196";196;"Desquitado";"M";1,71889458614252;2316,58516531405;21;508264,033586166;1,68824369210797
"197";197;"Casado";"M";1,80804184731291;2108,10136845285;45;203951,671469965;1,76097944617791
"198";198;"Solteiro";"M";1,54802421478563;1167,56424802019;65;615492,467153183;1,40121030720406
"199";199;"Casado";"F";1,53041326862533;2064,71062229401;38;929343,080352873;1,75577411975646
"200";200;"Desquitado";"F";1,69356916967763;2220,38641614933;47;313731,053286317;1,6432747284135
"201";201;"Desquitado";"F";1,68566534650154;1109,02759612932;58;669660,591201172;0,881810083124014
"202";202;"Solteiro";"M";1,45943580391219;1553,36831588105;59;631349,243343549;1,43976379016361
"203";203;"Solteiro";"M";1,79025101834455;2027,66810266409;69;843535,323857754;1,63824835007352
"204";204;"Solteiro";"F";1,67273502706424;2716,78454764486;58;838013,120029488;1,70987579512898
"205";205;"Solteiro";"F";1,59754573794069;2434,70294362224;33;312727,865676207;1,47122101337309
"206";206;"Desquitado";"M";1,71682072948854;2577,64525537619;23;9431,41737780743;1,50599409332684
"207";207;"Separado";"M";1,68406696058975;1917,0021305236;19;212949,600199255;1,88036284863286
"208";208;"Desquitado";"F";1,68031205195436;1831,11805926126;40;45872,9693065155;1,46159889947775
"209";209;"Separado";"M";1,55225959500627;2979,72648465454;64;29620,7288737996;1,79654567938459
"210";210;"Casado";"M";1,62467014792401;2694,46838980885;56;933363,66706845;1,30523471974953
"211";211;"Casado";"M";1,68652698824175;1196,09977985043;57;61914,1500786594;1,59475231563704
"212";212;"Separado";"F";1,43057165267888;2252,13450217374;25;928139,742043536;1,07639868005514
"213";213;"Desquitado";"M";1,42277726211836;1902,03818289482;38;223905,190111965;1,31800202860866
"214";214;"Solteiro";"M";1,78935446879719;2064,30809029249;67;183541,646563449;1,28000453848847
"215";215;"Desquitado";"F";1,67664092634712;1381,90563420503;18;353438,726263085;1,18055542737234
"216";216;"Casado";"F";1,86505839392299;1428,22166714899;59;412972,40631625;1,46323831798983
"217";217;"Solteiro";"F";1,64901338455766;3775,056233508;57;355495,753398344;1,48581689518012
"218";218;"Casado";"F";1,47899154641004;1520,51498036786;37;631345,986739397;1,33444507634332
"219";219;"Desquitado";"F";1,80353705103003;3473,2361458246;32;602156,111803924;1,48708913840843
"220";220;"Separado";"M";1,76656610712461;2744,68950651905;46;129065,523020596;1,52271379191972
"221";221;"Solteiro";"F";1,76363873758659;2190,82434812454;18;338852,705388481;1,45433400435651
"222";222;"Solteiro";"M";1,61093709102783;1936,18030772754;30;534423,355056652;1,48453992549621
"223";223;"Casado";"M";1,75587608737877;1355,15776148288;37;790199,981620864;1,59828856328762
"224";224;"Separado";"M";1,69235548414755;2435,87966987231;22;907660,930455986;1,36532046939618
"225";225;"Solteiro";"M";1,64266373571703;2107,14180099369;57;810179,518140243;1,30339360133801
"226";226;"Desquitado";"M";1,62087331361054;1874,61645440834;59;954124,336671492;1,26152888018604
"227";227;"Solteiro";"F";1,52877317961411;2495,11411754911;69;598612,58012752;1,78420588734757
"228";228;"Casado";"F";1,74784018017871;1431,89142943918;41;5016,48683427321;1,34879382581282
"229";229;"Separado";"M";1,6036088928868;1740,22251273196;39;824948,382921519;1,8464435881571
"230";230;"Solteiro";"F";1,68033594665503;1730,34390643431;30;489220,49911007;1,47390464887261
"231";231;"Casado";"M";1,6492217576193;3152,06157039801;62;370931,924106425;1,31544130306886
"232";232;"Casado";"M";1,86901391308114;438,371306608288;66;265504,681420535;1,66542263400551
"233";233;"Casado";"F";1,48601963857646;2131,23484103516;61;520840,251055809;1,600648859293
"234";234;"Casado";"F";1,74659937344848;1726,57814132382;29;91579,4949319651;1,37151876514588
"235";235;"Casado";"M";1,75305673563923;1661,44609634936;60;31456,7926529094;1,37375710415763
"236";236;"Solteiro";"F";1,6842590368522;2270,83864265899;56;409568,019186618;1,59583562604837
"237";237;"Desquitado";"F";1,78756416642811;1117,07365263431;27;848213,652081756;1,46135539451975
"238";238;"Solteiro";"M";1,51142103488514;2662,10150495694;56;101560,082602022;1,68681162104839
"239";239;"Solteiro";"M";1,60163182700171;2222,29786297567;20;134501,240407745;1,72035254888984
"240";240;"Solteiro";"M";1,67294422558256;2360,67527075536;48;802448,277055864;1,47454182691169
"241";241;"Separado";"M";1,56185802233857;2768,94358301186;61;791409,180172693;1,41862281833679
"242";242;"Desquitado";"M";1,60140419435648;1865,93244102618;64;861471,614978622;1,53599787409576
"243";243;"Separado";"F";1,37428545316635;2403,85104112076;42;399816,837962819;1,42323022974502
"244";244;"Solteiro";"M";1,74368209373386;1211,56263995917;41;484976,770581729;1,55737793125164
"245";245;"Separado";"F";1,53635423541959;2320,64108052679;55;263980,949831754;1,8122937114647
"246";246;"Solteiro";"F";1,57585922826576;1777,99014117456;61;693068,3883129;1,36777372388705
"247";247;"Desquitado";"F";1,6876085048264;1822,30851001929;32;589487,182556423;1,57223779736948
"248";248;"Separado";"M";1,73632541404005;3069,13110747315;66;708935,322485388;1,75295703069638
"249";249;"Casado";"M";1,6012341074218;2011,76230265674;42;788421,878495869;1,70982056049253
"250";250;"Separado";"F";1,54772596010076;2220,64356367859;53;853157,923364845;1,49838268261295
"251";251;"Separado";"M";1,55116670674737;3143,37986919075;38;655856,512649175;1,14169828768546
"252";252;"Desquitado";"F";1,46200574612398;2986,40202748607;70;515267,790336258;1,98390336202342
"253";253;"Separado";"F";1,64089969982901;2582,47451837529;33;180684,168563497;1,37323175521987
"254";254;"Casado";"F";1,6890446484911;1630,04468763332;35;694130,125114539;1,44084109078609
"255";255;"Solteiro";"F";1,82274420076994;823,476953352385;62;91995,5116044853;1,61422582640916
"256";256;"Solteiro";"F";1,6361463041009;1923,3654364869;50;657962,10668688;1,55843085610962
"257";257;"Separado";"F";1,75050194292146;1542,08224965495;59;105341,758083499;1,60511033073518
"258";258;"Desquitado";"M";1,61809879279812;1895,26671609071;51;165679,010808509;1,69990236398044
"259";259;"Solteiro";"F";1,61215364280519;2163,58800244126;66;694189,328185756;1,58804795243725
"260";260;"Separado";"F";1,57288058095582;2404,86199999607;57;313163,490057544;1,47583382283926
"261";261;"Casado";"F";1,64450147016829;1023,38654993786;23;20308,5899349505;1,46473410244546
"262";262;"Casado";"M";1,56355165879207;1707,61327862894;66;66739,5358903185;1,2938188293736
"263";263;"Solteiro";"F";1,71985519340139;2171,69221348196;60;359789,56266799;1,46090398519481
"264";264;"Solteiro";"F";1,55336541746798;2017,42005903104;44;735943,827134926;1,10532315234584
"265";265;"Casado";"M";1,63409498951578;2660,68523036449;27;795158,454567631;1,54986111838506
"266";266;"Desquitado";"F";1,89104558717413;1470,28897174522;37;841979,731741253;1,88845767322538
"267";267;"Desquitado";"M";1,82179105580718;3169,76669403341;53;128822,54137401;1,85329748215687
"268";268;"Desquitado";"F";1,71772911986916;1480,62255537034;28;181468,083263236;1,3476023136026
"269";269;"Solteiro";"M";1,52619667464839;1953,74080470512;69;634517,798093966;1,38547274098303
"270";270;"Casado";"F";1,67247533256719;2207,90986695913;32;153497,346216409;1,35628753466524
"271";271;"Solteiro";"M";1,66769375113269;1190,52939495606;61;928677,731267275;1,45404381158205
"272";272;"Desquitado";"F";1,6937894042417;2366,41740154165;26;602021,541673338;1,94652148085389
"273";273;"Casado";"M";1,61211768744225;1481,67708654044;67;52941,3070712171;1,28454351445273
"274";274;"Solteiro";"M";1,63955114026707;1145,07170076922;19;650496,150669449;1,64226183562874
"275";275;"Solteiro";"F";1,66890486450342;956,125990158478;48;364255,484403759;1,39408198850682
"276";276;"Casado";"F";1,64746089621644;1516,42751064569;37;641064,033032646;1,86271629069327
"277";277;"Desquitado";"M";1,57674715974566;1710,39554967731;32;814256,884094187;1,54394428949565
"278";278;"Solteiro";"F";1,83060281251422;1930,30383208586;64;287996,710432679;1,80330382166446
"279";279;"Separado";"F";1,78451065014894;2067,70072945262;39;150480,301924065;1,5438164351465
"280";280;"Solteiro";"M";1,55613601695903;1218,18595814405;39;155915,632283893;1,09889307977316
"281";281;"Casado";"M";1,67474503009254;2671,4681940977;52;589606,896458234;1,55586445163478
"282";282;"Separado";"M";1,85186808415592;2981,11104343911;58;536921,964829152;1,25079796214662
"283";283;"Solteiro";"M";1,57805832802107;1795,7199232949;46;459196,883020096;1,52355034688945
"284";284;"Solteiro";"M";1,73760876993223;2999,88052117247;48;47570,1700132689;1,58029467296197
"285";285;"Separado";"F";1,39850986355156;1304,15516688562;70;816267,067672384;1,17906131989227
"286";286;"Separado";"M";1,53572857331039;1958,09110747893;21;122645,267759569;1,52143457327956
"287";287;"Separado";"M";1,62723965194643;2181,42977993344;21;648508,5387348;1,54891696791436
"288";288;"Casado";"M";1,65720266871668;2829,89155812802;29;590349,936137944;1,61797320824889
"289";289;"Separado";"F";1,69805908718744;1386,54059579189;38;537895,078542977;1,64957105591387
"290";290;"Desquitado";"M";1,66745441377546;2264,0388249847;44;686147,334320653;1,35518933699575
"291";291;"Casado";"M";1,65520431336321;2256,57495077061;25;596368,543858265;1,66340237202534
"292";292;"Separado";"F";1,58004888847298;1656,69171389835;52;600814,802138661;1,51632281948647
"293";293;"Casado";"F";1,70804738745192;1740,66721534978;70;959203,293233792;1,15653149608511
"294";294;"Casado";"M";1,62645964838599;1831,54921951233;27;613432,124697113;1,71507025425982
"295";295;"Separado";"F";1,86062142153273;2943,82646798171;21;255744,345881096;1,44073131278845
